NAME,TAXON_NAME,ACTIVE_DATA_ENTRY,TAXON_GROUP_CLASS,FAMILY,RANK,MAITLAND_CODE,CEH_CODE,CEH_NAME,AQEM_CODE,NBN_CODE,RED_BOOK_TEXT,AUTHORITY,ALT_TAXONNAME_1,ALT_TAXONNAME_2,ALT_TAXONNAME_3,LAMM_ACID_SENS,LAMM_WEIGHTING,LAMM_TAXON,LAMM_TL,AWIC_A,AWIC_B,AWIC_C,AWIC_TAXON,BMWP,WHPT_P,WHPT_A,WHPT_B,WHPT_C,WHPT_D,PSI_GROUP,EPSI_WEIGHT_TL5,EPSI_WEIGHT_FAM,LIFE_GROUP,SPEAR_SPECIES,TL5_TAXON,TL4_TAXON,TL3_TAXON,TL2_TAXON,TL1_TAXON,TL2_5_TAXON,TL2_5_ORDER,ECN_TL,DISPLAY_GROUP,ENTRY_SCREEN,CHANGED_ON,CHANGED_BY,GROUP_NAME,REMOVED
4871,Culiseta alaskaensis,T,Diptera,Culicidae,Species,50331111,50331111,Culiseta (Culiseta) alaskaensis,7771,NBNSYS0000011590,,"(Ludlow, 1906)",Culiseta (Culiseta) alaskaensis,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4872,Culiseta annulata,T,Diptera,Culicidae,Species,50331112,50331112,Culiseta (Culiseta) annulata,7772,NBNSYS0000011591,,"(Schrank, 1776)",Culiseta (Culiseta) annulata,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4873,Culiseta subochrea,T,Diptera,Culicidae,Species,50331113,50331113,Culiseta (Culiseta) subochrea,11254,NBNSYS0000011592,,"(Edwards in Wesenberg-Lund, 1921)",Culiseta (Culiseta) subochrea,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4874,Culiseta (Culicella),T,Diptera,Culicidae,Subgenus,50331120,50331120,Culiseta (Culicella),,NBNSYS0100010979,,,,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4875,Culiseta fumipennis,T,Diptera,Culicidae,Species,50331121,50331121,Culiseta (Culicella) fumipennis,11251,NBNSYS0000011593,,"(Stephens, 1825)",Culiseta (Culicella) fumipennis,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4876,Culiseta litorea,T,Diptera,Culicidae,Species,50331122,50331122,Culiseta (Culicella) litorea,18957,NBNSYS0000011594,,"(Shute, 1928)",Culiseta (Culicella) litorea,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4877,Culiseta morsitans,T,Diptera,Culicidae,Species,50331123,50331123,Culiseta (Culicella) morsitans,7620,NBNSYS0000011595,,"(Theobald, 1901)",Culiseta (Culicella) morsitans,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4878,Culiseta (Allotheobaldia),T,Diptera,Culicidae,Subgenus,50331130,50331130,Culiseta (Allotheobaldia),,NBNSYS0100010978,,,,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4879,Culiseta longiareolata,T,Diptera,Culicidae,Species,50331131,50331131,Culiseta (Allotheobaldia) longiareolata,11252,NBNSYS0000011596,RedList GB post94-DD,"(Macquart, 1838)",Culiseta (Allotheobaldia) longiareolata,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4880,Culex,T,Diptera,Culicidae,Genus,50331400,50331400,Culex,,NBNSYS0000039890,,"Linnaeus, 1758",,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4881,Culex (Barraudius),T,Diptera,Culicidae,Subgenus,50331410,50331410,Culex (Barraudius),,NBNSYS0100010967,,,,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4882,Culex modestus,T,Diptera,Culicidae,Species,50331411,50331411,Culex (Barraudius) modestus,7621,NBNSYS0000011597,,"Ficalbi, 1890",Culex (Barraudius) modestus,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4883,Culex (Neoculex),T,Diptera,Culicidae,Subgenus,50331420,50331420,Culex (Neoculex),,NBNSYS0100010969,,,,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4884,Culex territans,T,Diptera,Culicidae,Species,50331421,50331421,Culex (Neoculex) territans,7622,NBNSYS0000011598,,"Walker, 1856",Culex (Neoculex) territans,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4885,Culex (Culex),T,Diptera,Culicidae,Subgenus,50331430,50331430,Culex (Culex),,NBNSYS0100010968,,,,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4886,Culex pipiens,T,Diptera,Culicidae,Species,50331431,50331431,Culex (Culex) pipiens,4837,NBNSYS0000011599,,"Linnaeus, 1758",Culex (Culex) pipiens,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4887,Culex torrentium,T,Diptera,Culicidae,Species,50331432,50331432,Culex (Culex) torrentium,7769,NBNSYS0000011602,,"Martini, 1925",Culex (Culex) torrentium,,,,,,F,,,,,0,2,2,1.9,1.9,1.9,,,,,F,Culicidae,,Culicidae,Culicidae,,Culicidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4888,Thaumaleidae,T,Diptera,Thaumaleidae,Family,50340000,50340000,Thaumaleidae,7742,NBNSYS0000161135,,,,,,,,,F,,,,,0,,,,,,E,,,,F,Thaumaleidae,,Thaumaleidae,,,,,T,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4889,Thaumalea,T,Diptera,Thaumaleidae,Genus,50340100,50340100,Thaumalea,,NBNSYS0000138362,,"Ruthe, 1831",,,,,,,F,,,,,0,,,,,,,,,,F,Thaumaleidae,Thaumalea,Thaumaleidae,,,,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4890,Thaumalea testacea,T,Diptera,Thaumaleidae,Species,50340101,50340101,Thaumalea testacea,14262,NBNSYS0000027145,,"Ruthe, 1831",,,,,,,F,,,,,0,,,,,,,,,,F,Thaumaleidae,Thaumalea,Thaumaleidae,,,,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4891,Thaumalea truncata,T,Diptera,Thaumaleidae,Species,50340102,50340102,Thaumalea truncata,14263,NBNSYS0000027146,Status-NS,"Edwards, 1929",,,,,,,F,,,,,0,,,,,,,,,,F,Thaumaleidae,Thaumalea,Thaumaleidae,,,,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4892,Thaumalea verralli,T,Diptera,Thaumaleidae,Species,50340103,50340103,Thaumalea verralli,14265,NBNSYS0000027147,,"Edwards, 1929",,,,,,,F,,,,,0,,,,,,,,,,F,Thaumaleidae,Thaumalea,Thaumaleidae,,,,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4893,Ceratopogonidae,T,Diptera,Ceratopogonidae,Family,50350000,50350000,Ceratopogonidae,4585,NBNSYS0000037064,,,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,E,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,48,T,DIPTERA,2,13/10/2015 10:23,SYS_GR,DEFAULT,F
4894,Forcipomyia,T,Diptera,Ceratopogonidae,Genus,50350100,50350100,Forcipomyia,,NBNSYS0000133252,,"Meigen, 1818",,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4895,Forcipomyia alacris,T,Diptera,Ceratopogonidae,Species,50350101,503501B1,Forcipomyia (Euprojoannisia) alacris,18847,NBNSYS0100003195,,"(Winnertz, 1852)",Forcipomyia (Euprojoannisia) alacris,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4896,Forcipomyia divaricata,F,Diptera,Ceratopogonidae,Species,50350102,,,,NBNSYS0100011986,,"(Winnertz, 1852)",,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4897,Forcipomyia halterata,F,Diptera,Ceratopogonidae,Species,50350103,,,,NBNSYS0100011987,,Winnertz,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4898,Forcipomyia lepida,F,Diptera,Ceratopogonidae,Species,50350104,,,18870,NBNSYS0100011988,,Winnertz,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4899,Forcipomyia saltans,F,Diptera,Ceratopogonidae,Species,50350105,,,18881,NBNSYS0100011989,,Winnertz,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4900,Forcipomyia sociabilis,F,Diptera,Ceratopogonidae,Species,50350106,,,,NBNSYS0100011990,,Goetghebuer,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4901,Forcipomyia tenuis,F,Diptera,Ceratopogonidae,Species,50350107,,,18884,NBNSYS0100011991,,Winnertz,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4902,Forcipomyia tonnoiri,T,Diptera,Ceratopogonidae,Species,50350108,50350192,Forcipomyia (Trichohelea) tonnoiri,,NBNSYS0100003201,,"(Goetghebuer, 1920)",Forcipomyia (Trichohelea) tonnoiri,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4903,Forcipomyia velox,F,Diptera,Ceratopogonidae,Species,50350109,,,18860,NBNSYS0100011992,,Winnertz,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4904,Forcipomyia (Euforcipomyia),F,Diptera,Ceratopogonidae,Subgenus,50350110,,,,NBNSYS0100011979,,,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4905,Forcipomyia crassipes,T,Diptera,Ceratopogonidae,Species,50350111,5035013D,Forcipomyia (Forcipomyia) crassipes,18859,NBNSYS0000027148,,"(Winnertz, 1852)",Forcipomyia (Forcipomyia) crassipes,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4906,Forcipomyia titillans,T,Diptera,Ceratopogonidae,Species,50350112,503501B4,Forcipomyia (Euprojoannisia) titillans,,NBNSYS0000027149,,"(Winnertz, 1852)",Forcipomyia (Euprojoannisia) titillans,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4907,Forcipomyia (Caloforcipomyia),T,Diptera,Ceratopogonidae,Subgenus,50350120,50350120,Forcipomyia (Caloforcipomyia),,NBNSYS0100011978,,,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4908,Forcipomyia glauca,T,Diptera,Ceratopogonidae,Species,50350121,50350121,Forcipomyia (Caloforcipomyia) glauca,18866,NBNSYS0000027150,,"Macfie, 1934",Forcipomyia (Caloforcipomyia) glauca,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4909,Forcipomyia (Forcipomyia),T,Diptera,Ceratopogonidae,Subgenus,50350130,50350130,Forcipomyia (Forcipomyia),,NBNSYS0100011980,,,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4910,Forcipomyia bipunctata,T,Diptera,Ceratopogonidae,Species,50350131,50350131,Forcipomyia (Forcipomyia) bipunctata,18850,NBNSYS0000027151,,"(Linnaeus, 1767)",Forcipomyia (Forcipomyia) bipunctata,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4911,Forcipomyia braueri,F,Diptera,Ceratopogonidae,Species,50350132,,,18854,NBNSYS0000027152,,(Wasmann), ,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4912,Forcipomyia brevipennis,T,Diptera,Ceratopogonidae,Species,50350133,50350133,Forcipomyia (Forcipomyia) brevipennis,18857,NBNSYS0000027153,,"(Macquart, 1826)",Forcipomyia (Forcipomyia) brevipennis,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4913,Forcipomyia ciliata,T,Diptera,Ceratopogonidae,Species,50350134,50350134,Forcipomyia (Forcipomyia) ciliata,18858,NBNSYS0000027154,,"(Winnertz, 1852)",Forcipomyia (Forcipomyia) ciliata,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4914,Forcipomyia kaltenbachii,T,Diptera,Ceratopogonidae,Species,50350135,50350135,Forcipomyia (Forcipomyia) kaltenbachii,18869,NBNSYS0000027155,,"(Winnertz, 1852)",Forcipomyia (Forcipomyia) kaltenbachii,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4915,Forcipomyia myrmecophila,T,Diptera,Ceratopogonidae,Species,50350136,50350136,Forcipomyia (Forcipomyia) myrmecophila,18871,NBNSYS0000027156,,"(Egger, 1863)",Forcipomyia (Forcipomyia) myrmecophila,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4916,Forcipomyia nigra,T,Diptera,Ceratopogonidae,Species,50350137,50350137,Forcipomyia (Forcipomyia) nigra,18872,NBNSYS0000027157,,"(Winnertz, 1852)",Forcipomyia (Forcipomyia) nigra,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4917,Forcipomyia picea,T,Diptera,Ceratopogonidae,Species,50350138,50350138,Forcipomyia (Forcipomyia) costata,,NBNSYS0000027158,,"(Winnertz, 1852)",Forcipomyia (Forcipomyia) costata,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4918,Forcipomyia pulchrithorax,T,Diptera,Ceratopogonidae,Species,50350139,50350139,Forcipomyia (Forcipomyia) pulchrithorax,18877,NBNSYS0000027159,,"Edwards, 1924",Forcipomyia (Forcipomyia) pulchrithorax,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4919,Forcipomyia radicicola,T,Diptera,Ceratopogonidae,Species,50350141,5035013A,Forcipomyia (Forcipomyia) radicicola,7539,NBNSYS0000027160,,"Edwards, 1924",Forcipomyia (Forcipomyia) radicicola,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4920,Forcipomyia regulus,F,Diptera,Ceratopogonidae,Species,50350142,,,,NBNSYS0000027161,,(Winnertz),,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4921,Forcipomyia solonensis,T,Diptera,Ceratopogonidae,Species,50350143,5035013B,Forcipomyia (Forcipomyia) sphagnophila,,NBNSYS0000027162,,"Wirth, 1951",Forcipomyia (Forcipomyia) sphagnophila,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4922,Forcipomyia tenuisquama,T,Diptera,Ceratopogonidae,Species,50350144,5035013C,Forcipomyia (Forcipomyia) tenuisquama,18885,NBNSYS0000027163,,"Kieffer, 1924",Forcipomyia (Forcipomyia) tenuisquama,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4923,Forcipomyia (Microhelea),T,Diptera,Ceratopogonidae,Subgenus,50350150,50350150,Forcipomyia (Microhelea),,NBNSYS0100011981,,,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4924,Forcipomyia fuliginosa,T,Diptera,Ceratopogonidae,Species,50350151,50350151,Forcipomyia (Microhelea) fuliginosa,18865,NBNSYS0000027164,,"(Meigen, 1818)",Forcipomyia (Microhelea) fuliginosa,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4925,Forcipomyia (Pterobosca),T,Diptera,Ceratopogonidae,Subgenus,50350160,50350160,Forcipomyia (Pterobosca),,NBNSYS0100011982,,,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4926,Forcipomyia paludis,T,Diptera,Ceratopogonidae,Species,50350161,50350161,Forcipomyia (Pterobosca) paludis,18874,NBNSYS0000027165,,"(Macfie, 1936)",Forcipomyia (Pterobosca) paludis,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4927,Forcipomyia (Synthyridomyia),T,Diptera,Ceratopogonidae,Subgenus,50350170,50350170,Forcipomyia (Synthyridomyia),,NBNSYS0100011983,,,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4928,Forcipomyia murina,T,Diptera,Ceratopogonidae,Species,50350171,50350171,Forcipomyia (Synthyridomyia) murina,15393,NBNSYS0000027166,,"(Winnertz, 1852)",Forcipomyia (Synthyridomyia) murina,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4929,Forcipomyia (Thyridomyia),T,Diptera,Ceratopogonidae,Subgenus,50350180,50350180,Forcipomyia (Thyridomyia),,NBNSYS0100011984,,,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4930,Forcipomyia frutetorum,T,Diptera,Ceratopogonidae,Species,50350181,50350181,Forcipomyia (Thyridomyia) frutetorum,18864,NBNSYS0000027167,,"(Winnertz, 1852)",Forcipomyia (Thyridomyia) frutetorum,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4931,Forcipomyia monilicornis,T,Diptera,Ceratopogonidae,Species,50350182,50350182,Forcipomyia (Thyridomyia) monilicornis,15392,NBNSYS0000027168,,"(Coquillett, 1905)",Forcipomyia (Thyridomyia) monilicornis,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4932,Forcipomyia rugosa,T,Diptera,Ceratopogonidae,Species,50350183,50350183,Forcipomyia (Thyridomyia) rugosa,18880,NBNSYS0000027169,,"Chan and Le Roux, 1970",Forcipomyia (Thyridomyia) rugosa,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4933,Forcipomyia (Trichohelea),T,Diptera,Ceratopogonidae,Subgenus,50350190,50350190,Forcipomyia (Trichohelea),,NBNSYS0100011985,,,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4934,Forcipomyia eques,T,Diptera,Ceratopogonidae,Species,50350191,50350191,Forcipomyia (Trichohelea) eques,15391,NBNSYS0000027170,,"(Johannsen, 1908)",Forcipomyia (Trichohelea) eques,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4935,Forcipomyia (Panhelea),T,Diptera,Ceratopogonidae,Subgenus,50350193,503501A0,Forcipomyia (Panhelea),,,,,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4936,Forcipomyia (Panhelea) brevicubitus,T,Diptera,Ceratopogonidae,Species,50350194,503501A1,Forcipomyia (Panhelea) brevicubitus,,,,"Goetghebuer, 1920",,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4937,Forcipomyia (Euprojoannisia),T,Diptera,Ceratopogonidae,Subgenus,50350195,503501B0,Forcipomyia (Euprojoannisia),,,,,,,,,,,F,,,,,0,5.5,5.4,5.5,5.5,5.5,,,,,F,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,,Ceratopogonidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
